county,state,first_case_date
Vernon,Missouri,2020-04-09
Taney,Missouri,2020-03-23
Sullivan,Missouri,2020-05-03
Lake,Montana,2020-03-27
Lewis and Clark,Montana,2020-03-13
Liberty,Montana,2020-03-31
Lincoln,Montana,2020-03-26
Buffalo,Nebraska,2020-03-20
Box Butte,Nebraska,2020-04-11
Boone,Nebraska,2020-05-04
Antelope,Nebraska,2020-03-30
Adams,Nebraska,2020-03-18
Yellowstone,Montana,2020-03-13
Wheatland,Montana,2020-04-24
Toole,Montana,2020-03-26
Stillwater,Montana,2020-04-09
Silver Bow,Montana,2020-03-13
Roosevelt,Montana,2020-03-19
Richland,Montana,2020-04-08
Ravalli,Montana,2020-03-21
Pondera,Montana,2020-04-15
Park,Montana,2020-03-27
Musselshell,Montana,2020-03-31
Missoula,Montana,2020-03-14
Meagher,Montana,2020-03-26
Madison,Montana,2020-03-19
Stone,Missouri,2020-03-30
Stoddard,Missouri,2020-03-26
Ste. Genevieve,Missouri,2020-03-31
Pemiscot,Missouri,2020-03-24
Oregon,Missouri,2020-04-07
Nodaway,Missouri,2020-04-04
Newton,Missouri,2020-03-25
New Madrid,Missouri,2020-04-02
Morgan,Missouri,2020-03-30
Montgomery,Missouri,2020-03-25
Moniteau,Missouri,2020-03-23
Mississippi,Missouri,2020-04-22
Miller,Missouri,2020-04-15
McDonald,Missouri,2020-03-25
Marion,Missouri,2020-04-18
Maries,Missouri,2020-03-30
Madison,Missouri,2020-04-06
Macon,Missouri,2020-03-30
Livingston,Missouri,2020-03-30
Linn,Missouri,2020-04-03
Lincoln,Missouri,2020-03-27
Lewis,Missouri,2020-04-18
Marion,South Carolina,2020-03-25
Osage,Missouri,2020-03-30
Perry,Missouri,2020-03-23
St. Louis city,Missouri,2020-03-18
Pettis,Missouri,2020-03-27
St. Louis,Missouri,2020-03-07
St. Francois,Missouri,2020-03-23
St. Clair,Missouri,2020-04-09
St. Charles,Missouri,2020-03-18
Shelby,Missouri,2020-03-25
Scott,Missouri,2020-03-20
Scotland,Missouri,2020-04-07
Schuyler,Missouri,2020-05-16
Saline,Missouri,2020-04-03
Ripley,Missouri,2020-03-28
Reynolds,Missouri,2020-03-30
Ray,Missouri,2020-03-27
Randolph,Missouri,2020-03-25
Ralls,Missouri,2020-03-25
Pulaski,Missouri,2020-03-20
Polk,Missouri,2020-04-07
Platte,Missouri,2020-03-25
Pike,Missouri,2020-03-30
Phelps,Missouri,2020-04-06
Burt,Nebraska,2020-04-09
Butler,Nebraska,2020-04-17
Cass,Nebraska,2020-03-12
Elko,Nevada,2020-03-19
Clark,Nevada,2020-03-05
Churchill,Nevada,2020-04-13
Carson City,Nevada,2020-03-12
York,Nebraska,2020-03-30
Webster,Nebraska,2020-04-10
Wayne,Nebraska,2020-04-11
Washington,Nebraska,2020-03-23
Valley,Nebraska,2020-04-27
Unknown,Nebraska,2020-03-29
Thurston,Nebraska,2020-04-25
Thomas,Nebraska,2020-05-06
Stanton,Nebraska,2020-04-06
Sherman,Nebraska,2020-04-23
Sheridan,Nebraska,2020-05-21
Seward,Nebraska,2020-04-05
Scotts Bluff,Nebraska,2020-03-29
Saunders,Nebraska,2020-03-24
Sarpy,Nebraska,2020-03-17
Saline,Nebraska,2020-04-14
Douglas,Nevada,2020-03-23
Humboldt,Nevada,2020-03-28
Red Willow,Nebraska,2020-04-17
Lander,Nevada,2020-04-21
Unknown,New Hampshire,2020-04-04
Sullivan,New Hampshire,2020-03-22
Strafford,New Hampshire,2020-03-21
Rockingham,New Hampshire,2020-03-07
Merrimack,New Hampshire,2020-03-18
Hillsborough,New Hampshire,2020-03-15
Grafton,New Hampshire,2020-03-02
Coos,New Hampshire,2020-04-03
Cheshire,New Hampshire,2020-03-20
Carroll,New Hampshire,2020-03-16
Belknap,New Hampshire,2020-03-18
White Pine,Nevada,2020-04-09
Washoe,Nevada,2020-03-05
Unknown,Nevada,2020-03-19
Storey,Nevada,2020-05-18
Nye,Nevada,2020-03-20
Mineral,Nevada,2020-04-18
Lyon,Nevada,2020-03-25
Lincoln,Nevada,2020-05-08
Richardson,Nebraska,2020-05-13
Polk,Nebraska,2020-04-09
Cedar,Nebraska,2020-04-27
Hamilton,Nebraska,2020-04-02
Greeley,Nebraska,2020-04-23
Gosper,Nebraska,2020-03-28
Gage,Nebraska,2020-04-02
Furnas,Nebraska,2020-04-18
Frontier,Nebraska,2020-04-29
Franklin,Nebraska,2020-04-10
Fillmore,Nebraska,2020-04-22
Douglas,Nebraska,2020-02-17
Dodge,Nebraska,2020-03-25
Dixon,Nebraska,2020-04-20
Dawson,Nebraska,2020-03-22
Dawes,Nebraska,2020-05-09
Dakota,Nebraska,2020-04-12
Custer,Nebraska,2020-04-06
Cuming,Nebraska,2020-04-01
Colfax,Nebraska,2020-04-02
Clay,Nebraska,2020-04-10
Cheyenne,Nebraska,2020-04-06
Cherry,Nebraska,2020-04-04
Hall,Nebraska,2020-03-26
Harlan,Nebraska,2020-05-21
Platte,Nebraska,2020-03-28
Hitchcock,Nebraska,2020-04-30
Pierce,Nebraska,2020-04-11
Phelps,Nebraska,2020-04-05
Otoe,Nebraska,2020-04-02
Nuckolls,Nebraska,2020-05-16
Nemaha,Nebraska,2020-03-19
Nance,Nebraska,2020-04-16
Morrill,Nebraska,2020-04-15
Merrick,Nebraska,2020-04-03
Madison,Nebraska,2020-03-23
Lincoln,Nebraska,2020-03-18
Lancaster,Nebraska,2020-03-20
Knox,Nebraska,2020-03-17
Kimball,Nebraska,2020-03-31
Keith,Nebraska,2020-05-02
Kearney,Nebraska,2020-03-26
Johnson,Nebraska,2020-04-05
Jefferson,Nebraska,2020-04-26
Howard,Nebraska,2020-04-16
Holt,Nebraska,2020-05-03
Pitt,North Carolina,2020-03-20
Lawrence,Missouri,2020-05-03
Randolph,North Carolina,2020-03-24
Jefferson,Oregon,2020-04-14
Multnomah,Oregon,2020-03-10
Morrow,Oregon,2020-03-27
Marion,Oregon,2020-03-08
Malheur,Oregon,2020-03-31
Linn,Oregon,2020-03-11
Lincoln,Oregon,2020-03-25
Lane,Oregon,2020-03-17
Klamath,Oregon,2020-03-07
Josephine,Oregon,2020-03-21
Jackson,Oregon,2020-03-07
Jackson,Oklahoma,2020-03-14
Hood River,Oregon,2020-03-23
Harney,Oregon,2020-04-28
Grant,Oregon,2020-03-20
Douglas,Oregon,2020-03-08
Deschutes,Oregon,2020-03-11
Curry,Oregon,2020-04-06
Crook,Oregon,2020-04-03
Coos,Oregon,2020-04-11
Columbia,Oregon,2020-03-27
Polk,Oregon,2020-03-11
Sherman,Oregon,2020-04-05
Tillamook,Oregon,2020-03-26
Umatilla,Oregon,2020-03-11
Centre,Pennsylvania,2020-03-20
Carbon,Pennsylvania,2020-03-24
Cameron,Pennsylvania,2020-03-28
Cambria,Pennsylvania,2020-03-23
Butler,Pennsylvania,2020-03-21
Bucks,Pennsylvania,2020-03-11
Bradford,Pennsylvania,2020-03-24
Blair,Pennsylvania,2020-03-26
Berks,Pennsylvania,2020-03-18
Bedford,Pennsylvania,2020-03-31
Beaver,Pennsylvania,2020-03-17
Armstrong,Pennsylvania,2020-03-24
Allegheny,Pennsylvania,2020-03-14
Adams,Pennsylvania,2020-03-18
Yamhill,Oregon,2020-03-15
Washington,Oregon,2020-02-28
Wasco,Oregon,2020-03-26
Wallowa,Oregon,2020-03-31
Union,Oregon,2020-03-20
Clatsop,Oregon,2020-03-24
Clackamas,Oregon,2020-03-12
Benton,Oregon,2020-03-16
Oklahoma,Oklahoma,2020-03-13
Nowata,Oklahoma,2020-03-28
Noble,Oklahoma,2020-03-22
Muskogee,Oklahoma,2020-03-22
Murray,Oklahoma,2020-04-10
McIntosh,Oklahoma,2020-04-17
McCurtain,Oklahoma,2020-04-03
McClain,Oklahoma,2020-03-19
Mayes,Oklahoma,2020-03-24
Marshall,Oklahoma,2020-04-07
Major,Oklahoma,2020-04-03
Love,Oklahoma,2020-03-30
Logan,Oklahoma,2020-03-19
Lincoln,Oklahoma,2020-03-26
Le Flore,Oklahoma,2020-03-28
Latimer,Oklahoma,2020-03-27
Kiowa,Oklahoma,2020-04-02
Kingfisher,Oklahoma,2020-04-02
Kay,Oklahoma,2020-03-15
Johnston,Oklahoma,2020-04-14
Okfuskee,Oklahoma,2020-04-10
Okmulgee,Oklahoma,2020-03-26
Baker,Oregon,2020-05-06
Osage,Oklahoma,2020-03-25
Woodward,Oklahoma,2020-04-02
Woods,Oklahoma,2020-04-17
Washita,Oklahoma,2020-05-14
Washington,Oklahoma,2020-03-19
Wagoner,Oklahoma,2020-03-24
Tulsa,Oklahoma,2020-03-06
Tillman,Oklahoma,2020-04-04
Texas,Oklahoma,2020-03-29
Stephens,Oklahoma,2020-03-25
Sequoyah,Oklahoma,2020-03-26
Seminole,Oklahoma,2020-03-29
Rogers,Oklahoma,2020-03-29
Pushmataha,Oklahoma,2020-04-27
Pottawatomie,Oklahoma,2020-03-25
Pontotoc,Oklahoma,2020-03-23
Pittsburg,Oklahoma,2020-03-27
Payne,Oklahoma,2020-03-15
Pawnee,Oklahoma,2020-03-17
Ottawa,Oklahoma,2020-03-26
Chester,Pennsylvania,2020-03-13
Clarion,Pennsylvania,2020-03-28
Clearfield,Pennsylvania,2020-03-24
Cherokee,South Carolina,2020-04-02
Calhoun,South Carolina,2020-03-17
Berkeley,South Carolina,2020-03-20
Beaufort,South Carolina,2020-03-14
Barnwell,South Carolina,2020-03-30
Bamberg,South Carolina,2020-03-31
Anderson,South Carolina,2020-03-15
Allendale,South Carolina,2020-04-01
Aiken,South Carolina,2020-03-20
Abbeville,South Carolina,2020-03-19
Washington,Rhode Island,2020-03-25
Unknown,Rhode Island,2020-03-01
Providence,Rhode Island,2020-03-25
Newport,Rhode Island,2020-03-25
Kent,Rhode Island,2020-03-25
Bristol,Rhode Island,2020-03-25
Unknown,Puerto Rico,2020-03-13
York,Pennsylvania,2020-03-18
Wyoming,Pennsylvania,2020-04-04
Westmoreland,Pennsylvania,2020-03-19
Charleston,South Carolina,2020-03-06
Chester,South Carolina,2020-03-23
Washington,Pennsylvania,2020-03-13
Chesterfield,South Carolina,2020-03-24
Richmond,North Carolina,2020-04-07
Lee,South Carolina,2020-03-18
Laurens,South Carolina,2020-03-28
Lancaster,South Carolina,2020-03-11
Kershaw,South Carolina,2020-03-06
Jasper,South Carolina,2020-03-21
Horry,South Carolina,2020-03-15
Hampton,South Carolina,2020-04-02
Greenwood,South Carolina,2020-03-21
Greenville,South Carolina,2020-03-15
Georgetown,South Carolina,2020-03-23
Florence,South Carolina,2020-03-20
Fairfield,South Carolina,2020-03-16
Edgefield,South Carolina,2020-03-21
Dorchester,South Carolina,2020-03-19
Dillon,South Carolina,2020-03-21
Darlington,South Carolina,2020-03-20
Colleton,South Carolina,2020-03-22
Clarendon,South Carolina,2020-03-20
Wayne,Pennsylvania,2020-03-06
Warren,Pennsylvania,2020-03-25
Clinton,Pennsylvania,2020-04-03
Lehigh,Pennsylvania,2020-03-15
Lawrence,Pennsylvania,2020-03-25
Lancaster,Pennsylvania,2020-03-19
Lackawanna,Pennsylvania,2020-03-18
Juniata,Pennsylvania,2020-03-24
Jefferson,Pennsylvania,2020-04-07
Indiana,Pennsylvania,2020-03-26
Huntingdon,Pennsylvania,2020-03-28
Greene,Pennsylvania,2020-03-25
Fulton,Pennsylvania,2020-04-05
Franklin,Pennsylvania,2020-03-20
Forest,Pennsylvania,2020-04-02
Fayette,Pennsylvania,2020-03-22
Erie,Pennsylvania,2020-03-20
Elk,Pennsylvania,2020-04-07
Delaware,Pennsylvania,2020-03-06
Dauphin,Pennsylvania,2020-03-22
Cumberland,Pennsylvania,2020-03-13
Crawford,Pennsylvania,2020-03-26
Columbia,Pennsylvania,2020-03-22
Lebanon,Pennsylvania,2020-03-19
Luzerne,Pennsylvania,2020-03-15
Venango,Pennsylvania,2020-03-29
Lycoming,Pennsylvania,2020-03-25
Union,Pennsylvania,2020-03-30
Tioga,Pennsylvania,2020-03-28
Susquehanna,Pennsylvania,2020-03-26
Sullivan,Pennsylvania,2020-04-04
Somerset,Pennsylvania,2020-03-24
Snyder,Pennsylvania,2020-03-28
Schuylkill,Pennsylvania,2020-03-22
Potter,Pennsylvania,2020-03-20
Pike,Pennsylvania,2020-03-12
Philadelphia,Pennsylvania,2020-03-10
Perry,Pennsylvania,2020-03-28
Northumberland,Pennsylvania,2020-03-27
Northampton,Pennsylvania,2020-03-12
Montour,Pennsylvania,2020-03-21
Montgomery,Pennsylvania,2020-03-07
Monroe,Pennsylvania,2020-03-09
Mifflin,Pennsylvania,2020-03-29
Mercer,Pennsylvania,2020-03-22
McKean,Pennsylvania,2020-03-28
Jefferson,Oklahoma,2020-04-06
Lexington,South Carolina,2020-03-14
Haskell,Oklahoma,2020-04-17
Allen,Ohio,2020-03-28
Unknown,Northern Mariana Islands,2020-03-28
Williams,North Dakota,2020-03-31
Wells,North Dakota,2020-04-22
Ward,North Dakota,2020-03-11
Walsh,North Dakota,2020-03-23
Traill,North Dakota,2020-05-07
Stutsman,North Dakota,2020-04-08
Steele,North Dakota,2020-05-17
Stark,North Dakota,2020-03-25
Slope,North Dakota,2020-04-03
Sioux,North Dakota,2020-03-28
Sargent,North Dakota,2020-04-10
Rolette,North Dakota,2020-04-11
Richland,North Dakota,2020-04-09
Renville,North Dakota,2020-05-01
Ransom,North Dakota,2020-04-26
Ramsey,North Dakota,2020-03-20
Pierce,North Dakota,2020-03-20
Oliver,North Dakota,2020-03-30
Adams,Ohio,2020-04-04
Ashland,Ohio,2020-03-18
Mountrail,North Dakota,2020-03-28
Ashtabula,Ohio,2020-03-20
Fairfield,Ohio,2020-03-24
Erie,Ohio,2020-03-21
Delaware,Ohio,2020-03-18
Defiance,Ohio,2020-03-21
Darke,Ohio,2020-03-17
Cuyahoga,Ohio,2020-03-09
Crawford,Ohio,2020-03-24
Coshocton,Ohio,2020-03-17
Columbiana,Ohio,2020-03-20
Clinton,Ohio,2020-03-22
Clermont,Ohio,2020-03-21
Clark,Ohio,2020-03-18
Champaign,Ohio,2020-03-24
Carroll,Ohio,2020-03-22
Butler,Ohio,2020-03-14
Brown,Ohio,2020-03-30
Belmont,Ohio,2020-03-14
Auglaize,Ohio,2020-03-28
Athens,Ohio,2020-03-26
Nelson,North Dakota,2020-04-19
Morton,North Dakota,2020-03-18
Franklin,Ohio,2020-03-14
Wilkes,North Carolina,2020-03-31
Watauga,North Carolina,2020-03-15
Washington,North Carolina,2020-03-29
Warren,North Carolina,2020-04-04
Wake,North Carolina,2020-03-03
Vance,North Carolina,2020-03-23
Union,North Carolina,2020-03-22
Tyrrell,North Carolina,2020-04-14
Transylvania,North Carolina,2020-03-24
Swain,North Carolina,2020-04-29
Surry,North Carolina,2020-03-27
Stokes,North Carolina,2020-04-02
Stanly,North Carolina,2020-03-20
Scotland,North Carolina,2020-03-22
Sampson,North Carolina,2020-03-17
Rutherford,North Carolina,2020-03-30
Rowan,North Carolina,2020-03-20
Rockingham,North Carolina,2020-03-31
Robeson,North Carolina,2020-03-22
Harper,Oklahoma,2020-04-18
Wayne,North Carolina,2020-03-13
Wilson,North Carolina,2020-03-15
Mercer,North Dakota,2020-05-05
Yadkin,North Carolina,2020-03-29
McLean,North Dakota,2020-03-28
McKenzie,North Dakota,2020-03-31
McIntosh,North Dakota,2020-03-26
McHenry,North Dakota,2020-03-26
Grant,North Dakota,2020-03-31
Grand Forks,North Dakota,2020-03-30
Foster,North Dakota,2020-03-25
Emmons,North Dakota,2020-04-05
Eddy,North Dakota,2020-04-03
Dunn,North Dakota,2020-03-24
Divide,North Dakota,2020-03-28
Cass,North Dakota,2020-03-17
Burleigh,North Dakota,2020-03-17
Burke,North Dakota,2020-04-01
Bowman,North Dakota,2020-04-07
Bottineau,North Dakota,2020-05-19
Benson,North Dakota,2020-05-07
Barnes,North Dakota,2020-03-28
Yancey,North Carolina,2020-05-03
Fayette,Ohio,2020-03-25
Pembina,North Dakota,2020-04-25
Fulton,Ohio,2020-03-27
Warren,Ohio,2020-03-20
Beaver,Oklahoma,2020-04-07
Atoka,Oklahoma,2020-04-02
Alfalfa,Oklahoma,2020-04-13
Adair,Oklahoma,2020-03-25
Wyandot,Ohio,2020-03-26
Wood,Ohio,2020-03-22
Williams,Ohio,2020-04-02
Wayne,Ohio,2020-03-25
Washington,Ohio,2020-03-23
Vinton,Ohio,2020-04-28
Ross,Ohio,2020-03-30
Van Wert,Ohio,2020-03-28
Union,Ohio,2020-03-20
Tuscarawas,Ohio,2020-03-14
Trumbull,Ohio,2020-03-12
Summit,Ohio,2020-03-14
Stark,Ohio,2020-03-11
Shelby,Ohio,2020-03-27
Seneca,Ohio,2020-03-25
Scioto,Ohio,2020-04-06
Beckham,Oklahoma,2020-03-30
Blaine,Oklahoma,2020-05-04
Bryan,Oklahoma,2020-03-25
Caddo,Oklahoma,2020-03-27
Greer,Oklahoma,2020-04-01
Gallia,Ohio,2020-03-22
Grady,Oklahoma,2020-03-19
Garvin,Oklahoma,2020-03-20
Garfield,Oklahoma,2020-03-29
Dewey,Oklahoma,2020-04-07
Delaware,Oklahoma,2020-03-25
Custer,Oklahoma,2020-03-19
Creek,Oklahoma,2020-03-25
Craig,Oklahoma,2020-03-26
Cotton,Oklahoma,2020-03-30
Comanche,Oklahoma,2020-03-26
Coal,Oklahoma,2020-05-19
Cleveland,Oklahoma,2020-03-15
Cimarron,Oklahoma,2020-04-21
Choctaw,Oklahoma,2020-03-27
Cherokee,Oklahoma,2020-03-27
Carter,Oklahoma,2020-03-25
Canadian,Oklahoma,2020-03-16
Sandusky,Ohio,2020-03-23
Grant,Oklahoma,2020-04-03
Richland,Ohio,2020-03-19
Madison,Ohio,2020-03-23
Lorain,Ohio,2020-03-14
Logan,Ohio,2020-03-23
Licking,Ohio,2020-03-21
Lawrence,Ohio,2020-03-25
Lake,Ohio,2020-03-17
Knox,Ohio,2020-03-23
Jefferson,Ohio,2020-03-26
Huron,Ohio,2020-03-18
Holmes,Ohio,2020-03-30
Hocking,Ohio,2020-04-11
Highland,Ohio,2020-03-24
Henry,Ohio,2020-04-08
Harrison,Ohio,2020-04-15
Hardin,Ohio,2020-04-02
Hancock,Ohio,2020-03-22
Hamilton,Ohio,2020-03-19
Guernsey,Ohio,2020-04-02
Greene,Ohio,2020-03-22
Putnam,Ohio,2020-04-06
Lucas,Ohio,2020-03-15
Jackson,Ohio,2020-04-08
Mahoning,Ohio,2020-03-17
Muskingum,Ohio,2020-03-26
Marion,Ohio,2020-03-20
Preble,Ohio,2020-03-30
Portage,Ohio,2020-03-22
Pike,Ohio,2020-03-28
Pickaway,Ohio,2020-03-25
Perry,Ohio,2020-03-31
Ottawa,Ohio,2020-03-28
Noble,Ohio,2020-04-09
Paulding,Ohio,2020-04-06
Morrow,Ohio,2020-04-01
Miami,Ohio,2020-03-18
Morgan,Ohio,2020-04-06
Meigs,Ohio,2020-04-07
Mercer,Ohio,2020-03-25
Medina,Ohio,2020-03-15
Monroe,Ohio,2020-04-05
Montgomery,Ohio,2020-03-19
Geauga,Ohio,2020-03-16
Keya Paha,Nebraska,2020-05-20
Wichita,Kansas,2020-05-15
Unknown,Oregon,2020-05-13
Unknown,Kentucky,2020-03-19
Unknown,Illinois,2020-03-23
Unknown,California,2020-03-22
Unknown,New York,2020-04-03
Unknown,Missouri,2020-03-20
Unknown,Washington,2020-04-06
Unknown,Kansas,2020-04-10
Unknown,North Dakota,2020-04-10
Unknown,Hawaii,2020-03-23
Unknown,Arizona,2020-04-03
Unknown,South Dakota,2020-04-06
Unknown,Pennsylvania,2020-04-03
Unknown,Indiana,2020-03-31
Unknown,Mississippi,2020-03-27
Unknown,Idaho,2020-03-26
Unknown,Ohio,2020-03-26
